country,continent,year,tot_health_sp_pp,tot_health_sp_per_gdp,priv_share_health_sp,pocket_share_health_sp,gov_share_health_sp,gov_health_sp_pp,gov_prop_health_spending,pop,pop_dens,life_exp
Chad,Africa,2007,28.4,4.2,76.7,74.2,23.3,6.6,4.63,10800000,8.56,54.6
Chile,Americas,2007,683,6.9,56.8,NA,43.2,295,15.9,16500000,22.2,78.4
China,Asia,2007,115,4.35,53.1,44,46.9,53.7,10.9,1350000000,142,75.4
Colombia,Americas,2007,337,7.2,28.9,NA,71.1,239,18.8,43700000,40,77.3
Comoros,Africa,2007,29.3,4.27,34.7,34.7,65.3,19.1,12.5,642000,345,65
"Congo, Dem. Rep.",Africa,2007,10.2,6.23,63.8,47.7,36.2,3.7,8.47,58500000,25.8,56.6
"Congo, Rep.",Africa,2007,60.2,2.69,42.4,42.4,57.6,34.7,5.29,3880000,11.6,57.6
Costa Rica,Americas,2007,524,8.38,32.7,NA,67.3,353,24.6,4400000,85.6,80.2
Cote d'Ivoire,Africa,2007,61.3,5.77,77.7,71,22.3,13.6,6.6,19200000,60,55.5
Croatia,Europe,2007,1010,7.54,13,NA,87,877,17.6,4360000,78,75.7
Cuba,Americas,2007,586,10.4,5,NA,95,557,14.5,11300000,106,78.3
Cyprus,NA,2007,1670,6.05,57.4,47.8,42.6,713,6.24,1060000,115,78.8
Czech Republic,Europe,2007,1140,6.52,14.8,13.2,85.2,972,13.5,10400000,134,77
Denmark,Europe,2007,5670,9.93,15.3,13.6,84.7,4800,16.6,5470000,129,78.4
Djibouti,Africa,2007,78,7.72,30.8,30.5,69.2,53.9,14.2,805000,34.9,62.3
Dominica,NA,2007,309,6.13,37.5,NA,62.5,193,8.24,70800,94.6,74
Dominican Republic,Americas,2007,231,5.37,64,NA,36,83.1,9.64,9340000,197,73.5
Ecuador,Americas,2007,229,6.95,75.7,NA,24.3,55.5,5.45,14300000,57.2,74.2
Egypt,Africa,2007,84.6,4.93,58.8,57.6,41.2,34.9,6.2,78200000,79.9,69.3
El Salvador,Americas,2007,207,6.28,40.9,NA,59.1,122,15.5,6110000,294,72.4
Equatorial Guinea,Africa,2007,372,1.9,30.1,25.6,69.9,260,6.96,822000,29.6,61.4
Eritrea,Africa,2007,9.04,3.16,54.7,54.7,45.3,4.09,3.59,3000000,41.1,57
Estonia,NA,2007,836,5.1,23.6,22.2,76.5,639,11.5,1340000,31.7,73.2
Ethiopia,Africa,2007,11.8,4.78,43.3,34.8,56.7,6.7,12.7,80700000,81,59.2
Fiji,NA,2007,152,4.38,25.4,15.5,74.5,113,10.1,836000,45.7,66.9
Finland,Europe,2007,3740,8.04,25.6,19.3,74.4,2780,12.6,5300000,17.4,79.5
France,Europe,2007,4480,11.1,21.7,7.02,78.3,3510,16.5,61900000,113,81
Gabon,Africa,2007,234,2.88,56.1,56.1,43.9,103,5.61,1470000,5.78,60.6
Gambia,Africa,2007,21.5,5.25,51.8,25,48.2,10.4,11.3,1640000,152,62.7
Georgia,NA,2007,188,8.17,82.3,70.8,17.8,33.4,4.26,4170000,63.2,73.8
Germany,Europe,2007,4230,10.5,23.6,13.6,76.4,3230,18.4,81300000,233,80.1
Ghana,Africa,2007,65.6,6.01,37.6,25.3,62.4,40.9,15.4,23000000,99.8,60.4
Greece,Europe,2007,2680,9.83,39.6,37.5,60.4,1620,12.5,11100000,88.3,79.4
Grenada,NA,2007,448,6.06,52.7,NA,47.3,212,10.2,105000,305,74.5
Guatemala,Americas,2007,184,7.2,66.6,NA,33.4,61.4,15.9,13700000,128,70.9
Guinea,Africa,2007,22.8,5.38,92,91.4,8.02,1.82,2.92,9520000,41.1,56.3
Guinea-Bissau,Africa,2007,27.5,5.67,83.8,48.6,16.2,4.44,4.14,1410000,51.4,54.3
Guyana,NA,2007,123,5.28,43,NA,57,69.8,10,746000,3.8,67.7
Haiti,Americas,2007,34.5,5.56,76.1,NA,23.9,8.24,9.22,9500000,347,60.6
Honduras,Americas,2007,102,5.91,38.5,NA,61.5,62.8,16.9,7810000,68.9,72.2
Hungary,Europe,2007,1020,7.56,29.7,24.3,70.3,720,10.5,10000000,111,73.5
Iceland,Europe,2007,6180,9.31,17.1,15.7,82.9,5120,18.3,305000,3.04,81.9
India,Asia,2007,40.4,3.96,74.2,65.1,25.8,10.4,3.43,1180000000,397,66
Indonesia,Asia,2007,50.6,2.72,54.2,40.6,45.8,23.1,6.49,232000000,129,69
Iran,Asia,2007,220,5.49,55.4,53.5,44.6,98.1,10.5,71300000,44.2,74.7
Iraq,Asia,2007,108,4.85,30.5,30.5,69.5,75,4.51,27900000,65.4,69.2
Ireland,Europe,2007,4550,7.64,23.1,13.9,76.9,3500,16.1,4320000,63.8,79.6
Israel,Asia,2007,1740,7.43,40.6,29.1,59.4,1030,9.82,6850000,320,80.6
Italy,Europe,2007,3100,8.64,23.4,20.1,76.5,2370,13.9,58700000,202,81.4
Jamaica,Americas,2007,230,4.85,48,NA,52,120,5.54,2770000,256,76.4
Japan,Asia,2007,2810,8.19,19.6,16.1,80.4,2260,18.1,128000000,352,82.8
Jordan,Asia,2007,252,8.4,40.2,35.9,59.8,151,13.3,6260000,69.8,75.8
Kazakhstan,NA,2007,232,3.42,47.8,47.2,52.2,121,7.38,15700000,5.87,66.2
Kenya,Africa,2007,32.1,4.43,57.6,44.1,42.4,13.6,7.69,38700000,66.9,58.4
Kiribati,NA,2007,177,13.6,16.5,NA,83.5,148,11,96500,119,60.5
Kuwait,Asia,2007,1000,2.13,21.3,19.3,78.7,787,5.31,2500000,140,79.5
Kyrgyz Republic,NA,2007,48.6,6.58,50.9,47.1,49.1,23.9,12.8,5180000,27.1,67.7
Lao,NA,2007,27.6,4.01,88,66.4,12,3.31,2.55,5940000,25.8,61.7
Latvia,NA,2007,882,6.98,39.3,NA,60.7,536,11.8,2200000,35.3,70.8
Lebanon,Asia,2007,510,8.42,58.4,44.3,41.6,212,10.5,4770000,399,76.6
Lesotho,Africa,2007,63.9,8.52,33.6,23.2,66.4,42.5,11,1990000,65.3,44.5
Liberia,Africa,2007,24.8,11.8,76.3,40.1,23.7,5.88,17.3,3460000,36.5,60
Libya,Africa,2007,341,2.79,34.1,34.1,65.9,224,5.5,5970000,3.39,74.8
Lithuania,NA,2007,725,6.22,27,NA,73,529,13.1,3260000,52,70.7
Luxembourg,NA,2007,7630,7.13,15.9,12.2,84.1,6410,16.5,475000,183,80.1
Madagascar,Africa,2007,16,4.14,33.8,22.9,66.2,10.6,14.7,19400000,33.4,61.4
Malawi,Africa,2007,19.7,7.01,35.7,9.86,64.3,12.7,14.2,13300000,147,49.7
Malaysia,Asia,2007,262,3.81,45.3,34.3,54.7,143,8.3,26700000,81,74.5
Maldives,NA,2007,339,6.82,34.6,24.9,65.4,222,10.5,335000,1120,76.8
Mali,Africa,2007,29.6,5.81,52,51.7,48,14.2,11.4,13700000,11.2,57.8
Malta,NA,2007,1580,8.65,33,NA,66.9,1060,13.6,408000,1280,79.6
Marshall Islands,NA,2007,490,17,16.5,12.4,83.5,409,15.3,56000,290,62.4
Mauritania,Africa,2007,38.7,4.38,42.1,39.7,57.9,22.4,8.56,3200000,3.21,66.9
Mauritius,Africa,2007,317,5.18,63.9,56.5,36.1,114,8.86,1230000,608,73.4
Mexico,Americas,2007,564,5.84,54.6,NA,45.4,256,15.5,109000000,57.5,75.9
"Micronesia, Fed. Sts.",NA,2007,279,12,7.13,6.71,92.9,259,18.8,104000,150,66.8
Moldova,NA,2007,134,10.9,54.8,45.7,45.2,60.5,11.7,4130000,126,69.3
Monaco,NA,2007,5630,3.32,12.7,7,87.3,4910,15,34500,23600,NA
Mongolia,Asia,2007,73.6,4.56,34,30.3,66,48.5,8.54,2590000,1.67,65
Montenegro,Europe,2007,458,7.84,30.8,28,69.2,317,13.6,620000,46.1,75
Morocco,Africa,2007,126,5.17,63.7,55,36.3,45.6,6.9,31200000,70,71.4
Mozambique,Africa,2007,17.7,4.8,26.7,10.1,73.3,13,12.8,21700000,28.2,50.8
Myanmar,Asia,2007,7.53,1.95,88.3,84,11.7,0.882,0.926,49600000,75.3,62.5
Namibia,Africa,2007,283,6.94,45.6,8.52,54.4,154,13.1,2010000,2.53,54.5
Nauru,NA,2007,494,21.7,16.6,2.62,83.4,412,18.5,9850,500,NA
Netherlands,Europe,2007,4630,9.68,16.5,5.52,75.2,3480,16.1,16500000,490,80.2
New Zealand,Oceania,2007,2690,8.53,17.6,11.4,82.4,2220,17.9,4230000,16.1,80
Nicaragua,Americas,2007,92.7,9.11,45.1,NA,54.9,50.8,18.8,5590000,45.9,76.5
Niger,Africa,2007,16.5,5.36,50.4,46,49.6,8.18,11.5,14700000,11.6,57.2
Nigeria,Africa,2007,67.8,5.99,60.4,57.7,39.6,26.8,9.19,146000000,161,58.5
North Macedonia,NA,2007,274,6.87,35.7,35.5,64.3,176,13.7,2070000,81.9,74.9
Norway,Europe,2007,7310,8.75,15.8,15,84.1,6150,18.2,4720000,12.9,80.5
Oman,Asia,2007,403,2.47,19.8,12.1,80.2,323,5.42,2660000,8.6,75.2
Pakistan,Asia,2007,22.6,2.6,69.3,56.6,30.7,6.92,3.11,168000000,208,63.5
Palau,NA,2007,881,10.8,21.6,8.7,78.4,691,14.3,19200,43.7,NA
Panama,Americas,2007,398,6.73,35.8,NA,64.2,255,11.6,3450000,46.5,78.2
Papua New Guinea,NA,2007,32.2,3.25,28,15.7,72,23.1,6.7,6810000,14.6,55.7
Paraguay,Americas,2007,122,6.08,59.5,NA,40.5,49.2,11.2,6000000,15,74.8
Peru,Americas,2007,194,5.08,41.5,NA,58.5,113,18.5,28300000,22.1,77.9
Philippines,Asia,2007,57.3,3.4,65.2,54.4,34.8,19.9,7.09,89400000,299,69.2
Poland,Europe,2007,717,6.43,29.1,24.2,70.8,508,10.8,38400000,125,75.3
Portugal,Europe,2007,2180,9.99,34.3,26.4,65.7,1440,14.8,10600000,116,79.3
Qatar,NA,2007,1640,2.39,19.8,15.2,80.2,1320,6.66,1220000,102,77.2
Romania,Europe,2007,415,5.24,17.7,NA,82.3,342,11.3,21000000,91.4,73.2
Russia,NA,2007,488,5.38,35.8,29.7,64.2,313,10.2,143000000,8.74,67.3
Rwanda,Africa,2007,36.5,9.47,53,23.5,47,17.2,22,9270000,383,60.3
Samoa,NA,2007,165,5.87,14.1,8.99,85.9,142,20.3,182000,64.4,72.4
San Marino,NA,2007,3870,7.11,14.4,NA,85.6,3310,13.6,30100,500,NA
Sao Tome and Principe,Africa,2007,74.6,7.45,55.8,42,44.2,33,13.2,166000,170,67.3
Saudi Arabia,Asia,2007,578,3.83,29.2,16.8,70.8,409,8.38,25200000,11.7,74.7
Senegal,Africa,2007,56.5,5.72,43.9,34.5,56.1,31.7,11.8,11700000,61.7,64.5
Serbia,Europe,2007,547,10.4,38.6,34.8,61.4,336,13.8,9100000,104,73.7
Seychelles,NA,2007,414,3.45,7.94,5.57,92.1,381,7.72,90100,196,72.8
Sierra Leone,Africa,2007,39,12.8,92.8,83.1,7.24,2.82,5.26,5990000,83.3,53.5
Singapore,Asia,2007,1230,3.19,70.2,60.1,29.8,367,6.86,4580000,6760,81.9
Slovak Republic,Europe,2007,1080,7.75,33.1,NA,66.8,720,15.2,5400000,112,74.5
Slovenia,Europe,2007,1830,7.79,27.7,NA,72.3,1320,13.3,2010000,100,78.2
Solomon Islands,NA,2007,69.1,6.24,7.6,4.12,92.4,63.9,20.1,492000,17.6,61
Somalia,Africa,2007,NA,NA,NA,NA,NA,NA,NA,11100000,17.6,55
South Africa,Africa,2007,495,8.45,59.2,17.6,40.8,202,11.1,49100000,41.1,52.6
South Korea,NA,2007,1370,6.3,44.2,34.7,55.8,762,12.3,49000000,505,79.7
Spain,Europe,2007,2730,8.48,28.5,NA,71.5,1950,15.5,45400000,91,81
Sri Lanka,Asia,2007,59.5,3.73,50.6,41.9,49.4,29.4,7.82,19800000,316,74.4
St. Kitts and Nevis,NA,2007,551,5.42,47,NA,53,292,6.5,47800,191,NA
St. Lucia,NA,2007,411,7.24,52.5,NA,47.5,195,11.1,168000,274,75
St. Vincent and the Grenadines,NA,2007,246,3.92,17.9,NA,82.1,202,9.32,109000,280,72.8
Sudan,Africa,2007,69.5,6.03,66.8,63.3,33.2,23.1,7.71,32400000,18.3,66.5
Suriname,NA,2007,345,7.28,50.3,NA,49.7,171,11.9,511000,3.27,70.6
Swaziland,Africa,2007,156,5.98,37.2,15.6,62.8,97.9,10.4,1040000,66.2,44.2
Sweden,Europe,2007,4510,8.92,18.6,16.5,81.4,3670,14.2,9160000,22.3,80.9
Switzerland,Europe,2007,6050,10.6,40.7,30.6,59.3,3590,19.5,7540000,191,81.9
Syria,Asia,2007,79.4,3.8,51,51,49,38.9,6.39,19900000,107,75.5
Tajikistan,NA,2007,30.1,5.35,77.8,73,22.2,6.67,4.34,7060000,51.1,69.4
Tanzania,Africa,2007,23.3,5.7,35.9,14.9,64.1,15,13.7,40700000,47.3,58.3
Thailand,Asia,2007,130,3.56,23.7,14.5,76.3,99.1,13.1,66200000,130,75.9
Timor-Leste,NA,2007,57.8,15.4,25.7,6.57,74.3,43,19.3,1040000,71.6,68.8
Togo,Africa,2007,30.4,6.56,68.3,57.5,31.7,9.62,10.6,5920000,110,57.7
Tonga,NA,2007,205,6.77,15.1,10.2,84.9,174,22.9,103000,142,70.9
Trinidad and Tobago,Americas,2007,788,4.82,50.9,NA,49.1,387,8.27,1310000,255,72.8
Tunisia,Africa,2007,217,6.16,47.6,41.4,52.4,113,9.76,10300000,66.3,76.3
Turkey,Europe,2007,553,6.04,32.2,21.8,67.8,375,12.1,69600000,90.4,77.4
Turkmenistan,NA,2007,134,2.5,44.4,44.4,55.6,74.2,10.4,4870000,10.4,66.8
Tuvalu,NA,2007,475,16.5,0.11,NA,99.9,475,23.4,10200,341,NA
Uganda,Africa,2007,37.5,8.39,80.5,51.2,19.5,7.33,9.78,29500000,153,55.9
Ukraine,NA,2007,196,6.36,38.1,34.6,61.9,121,9.09,46400000,80.1,68.1
United Arab Emirates,NA,2007,1200,2.52,40.4,29.7,59.6,718,8.93,6170000,72.3,72.6
United Kingdom,Europe,2007,3880,8.41,18.7,11.7,81.3,3160,15.6,61500000,254,79.7
United States,Americas,2007,7440,16.1,54.9,12.9,45.1,3360,19.7,301000000,32.9,78
Uruguay,Americas,2007,562,7.85,45.4,NA,54.6,307,11.7,3330000,19.1,75.5
Uzbekistan,NA,2007,46.6,5.54,58.5,47.6,41.5,19.3,7.62,27200000,64.2,67.7
Vanuatu,NA,2007,89.5,3.77,13.4,7.62,86.6,77.5,14.8,219000,18,63.6
Venezuela,Americas,2007,477,5.8,53.5,NA,46.5,222,7.07,27200000,31.4,75
Vietnam,Asia,2007,58.4,6.99,60,55.7,40,23.4,8.68,85400000,277,72.8
Yemen,NA,2007,57.4,5.31,70.3,69.2,29.8,17.1,4.3,21300000,41.2,66.8
Zambia,Africa,2007,55.9,5.83,44.3,29.9,55.7,31.1,13.4,12500000,17.1,51.5
Zimbabwe,Africa,2007,NA,NA,NA,NA,NA,NA,NA,12300000,34.5,45.9
Afghanistan,Asia,2008,31.8,6.98,88.2,82.9,11.8,3.75,1.48,27700000,41.8,58.8
Albania,Europe,2008,275,6.75,60.4,58.3,39.6,109,8.21,3000000,109,77
Algeria,Africa,2008,186,3.73,20.5,19.4,79.5,148,7.84,34700000,14.6,75.9
Andorra,NA,2008,3390,7.54,30.1,22.5,69.9,2370,21.3,83900,178,82.2
Angola,Africa,2008,149,3.19,15.7,15.7,84.3,126,6.4,21700000,17.5,58.4
Antigua and Barbuda,NA,2008,602,4.3,32.1,28.6,67.9,409,10.1,85400,210,76.4
Argentina,Americas,2008,699,8.44,37.4,22.2,62.6,437,13.8,40100000,14.8,75.5
Armenia,NA,2008,143,3.77,55.5,51.8,44.5,63.5,7.24,2910000,102,73.8
Australia,Oceania,2008,4230,8.73,32,18.2,68,2880,16.8,21300000,2.78,81.5
Austria,Europe,2008,5150,10.4,22.8,14.7,77.2,3980,16.2,8340000,101,80.4
Azerbaijan,NA,2008,234,4.28,80.7,73.3,19.3,45,3.1,8820000,107,68.8
Bahamas,NA,2008,1830,8.38,54.8,29.6,45.2,829,15.2,344000,34.8,73.5
Bahrain,Asia,2008,794,4.22,28.8,16.7,71.2,565,10.8,1110000,1470,77.1
Barbados,NA,2008,958,7.11,34.5,NA,65.5,628,9.69,280000,645,76.3
Belarus,NA,2008,373,5.95,34.9,27.4,65.1,243,6.97,9450000,46.9,70.3
Belgium,Europe,2008,4750,10,25,20.1,75,3560,15.1,10800000,356,79.6
Belize,NA,2008,219,4.82,37,NA,63,138,10.5,307000,13.4,73.5
Benin,Africa,2008,33,4.2,48.3,44.7,51.7,17,9.4,8700000,77.1,60.5
Bhutan,NA,2008,94.1,5.25,14,13.5,86,80.9,13.8,672000,18.4,70.8
Bolivia,Americas,2008,85.3,4.92,34.9,NA,65.2,55.6,7.11,9720000,8.86,70.1
Bosnia and Herzegovina,Europe,2008,506,10.3,41.8,41.8,58.2,294,14.1,3750000,73.8,76.1
Botswana,Africa,2008,536,7.78,24,7.09,76,407,16.6,1920000,3.43,57
Brazil,Americas,2008,715,8.28,57.2,NA,42.8,306,5.73,192000000,23.1,74
Brunei,NA,2008,877,2.34,14,13.8,86,754,7.26,379000,72,75
Bulgaria,Europe,2008,474,6.97,41.5,NA,58.5,278,10.7,7520000,69.2,73.3
Burkina Faso,Africa,2008,36.5,5.94,41,38.1,59,21.6,16.3,14700000,53.7,57.2
Burundi,Africa,2008,18.3,12.4,62.8,38.4,37.2,6.81,8.16,8130000,320,56
Cambodia,Asia,2008,38.9,5.19,67.4,46.7,32.6,12.7,10.6,13900000,78.6,66
Cameroon,Africa,2008,63.8,5.12,79.6,75.6,20.4,13.1,5.57,19300000,40,56.3
Canada,Americas,2008,4620,10.3,29.5,14.6,70.5,3260,18.1,33300000,3.67,80.8
Cape Verde,NA,2008,156,4.38,26.8,26.7,73.2,114,10.1,481000,122,73.7
Central African Republic,Africa,2008,18.5,3.95,66.7,63.4,33.3,6.16,8.45,4270000,6.98,46.7
Chad,Africa,2008,28,3.57,78.4,75.8,21.6,6.04,3.27,11200000,8.84,55.1
Chile,Americas,2008,765,7.51,56,NA,44,337,15.6,16700000,22.4,78.8
China,Asia,2008,157,4.63,50,40.4,50,78.2,11.6,1350000000,143,75.4
Colombia,Americas,2008,377,6.94,29.4,NA,70.6,266,18.8,44300000,40.5,77.6
Comoros,Africa,2008,34.5,4.53,32.6,32.6,67.4,23.2,11.7,657000,353,65.8
"Congo, Dem. Rep.",Africa,2008,13.7,7.34,52.9,39.2,47.1,6.46,12.7,60400000,26.6,56.8
"Congo, Rep.",Africa,2008,80.4,2.62,51.9,51.9,48.1,38.7,5.29,4010000,12.1,58.3
Costa Rica,Americas,2008,618,9.41,33.1,NA,66.9,413,26.1,4460000,86.8,80.2
Cote d'Ivoire,Africa,2008,71.8,5.91,76.3,69.4,23.7,17.1,6.54,19600000,61.3,56.3
Croatia,Europe,2008,1220,7.76,15.1,NA,84.9,1040,17.7,4350000,77.8,75.8
Cuba,Americas,2008,585,10.8,4.72,NA,95.3,557,13.2,11200000,106,78.3
Cyprus,NA,2008,1920,6.03,58.5,48.8,41.5,796,5.94,1080000,117,79.3
Czech Republic,Europe,2008,1470,6.82,17.4,15.7,82.5,1220,13.7,10400000,135,77.2
Denmark,Europe,2008,6350,10.2,15.1,13.3,85,5390,16.7,5500000,130,78.8
Djibouti,Africa,2008,82.5,7.18,32,31.7,68,56.1,14.2,816000,35.5,62.8
Dominica,NA,2008,328,5.97,37.8,NA,62.2,204,8.68,70800,94.8,74.2
Dominican Republic,Americas,2008,269,5.71,63,NA,37,99.7,9.42,9460000,199,73.8
Ecuador,Americas,2008,270,7,73.5,NA,26.5,71.6,4.63,14500000,58.2,74.2
Egypt,Africa,2008,101,4.81,57.8,56.5,42.2,42.7,5.94,79600000,81.3,69.4
El Salvador,Americas,2008,216,6.18,40.6,NA,59.4,128,11.8,6130000,295,73
Equatorial Guinea,Africa,2008,751,2.7,44.3,41.1,55.7,418,6.96,861000,31,61.6
Eritrea,Africa,2008,10.7,4.28,49.5,49.5,50.5,5.39,3.59,3060000,41.9,57.5
Estonia,NA,2008,1060,5.94,21,19.9,79,836,11.9,1340000,31.6,74.3
Ethiopia,Africa,2008,14,4.31,48.1,38.5,51.9,7.29,11.5,82900000,83.2,60.5
Fiji,NA,2008,153,4.23,24.5,15.5,75.5,116,10.9,845000,46.2,67
Finland,Europe,2008,4250,8.31,25.6,19.1,74.5,3170,12.5,5320000,17.5,79.8
France,Europe,2008,4940,11.2,22.3,7.44,77.7,3840,16.3,62200000,114,81.1
Gabon,Africa,2008,263,2.63,56.3,56.3,43.7,115,5.13,1520000,5.96,61.2
Gambia,Africa,2008,26.4,5.25,52,25.1,48,12.7,11.3,1690000,157,63
Georgia,NA,2008,262,8.99,80.2,64.2,19.8,51.8,4.78,4140000,62.5,72.8
Germany,Europe,2008,4720,10.7,23.4,13.3,76.5,3610,18.6,81100000,233,80.2
Ghana,Africa,2008,68.5,5.59,42,28.4,58,39.8,12.2,23600000,102,60.8
Greece,Europe,2008,3080,10.1,40.1,37.9,59.9,1850,12,11000000,88.6,79.8
Grenada,NA,2008,474,5.91,54.9,NA,45.1,214,8.84,105000,306,74.4
Guatemala,Americas,2008,199,6.94,65.5,NA,34.5,68.5,16.6,14000000,131,71.4
Guinea,Africa,2008,26,5.53,86.1,85.6,13.9,3.6,4.41,9740000,42,56.7
Guinea-Bissau,Africa,2008,33.1,5.72,84.7,49.7,15.3,5.07,4.14,1450000,52.7,54.7
Guyana,NA,2008,154,6,9.2,NA,90.8,139,18.1,747000,3.79,68
Haiti,Americas,2008,35.3,5.37,74.7,NA,25.3,8.92,9.46,9650000,352,60.9
Honduras,Americas,2008,116,6.05,38.8,NA,61.2,70.8,15.4,7980000,70.4,72.5
Hungary,Europe,2008,1120,7.28,29,23.8,71,794,10.5,9990000,110,74
Iceland,Europe,2008,4930,9.21,16.5,15.1,83.5,4120,13.4,311000,3.1,82
India,Asia,2008,43.1,4.01,72.4,62.9,27.6,11.9,3.62,1200000000,403,66.2
Indonesia,Asia,2008,53.4,2.46,53.5,40.3,46.5,24.8,5.73,235000000,130,69.2
Iran,Asia,2008,277,5.8,53.7,51.9,46.3,128,10.5,72100000,44.7,74.9
Iraq,Asia,2008,161,4.9,25.4,25.4,74.6,120,4.97,28400000,67,71.6
Ireland,Europe,2008,5240,8.83,23.3,14.4,76.7,4020,15.8,4420000,65.2,79.7
Israel,Asia,2008,2070,7.49,39.6,30.8,60.4,1250,10.2,7020000,328,80.9
Italy,Europe,2008,3470,9,22.5,19.6,77.5,2690,14.4,58900000,202,81.5
Jamaica,Americas,2008,272,5.24,46.5,NA,53.5,146,6.45,2780000,258,75.6
Japan,Asia,2008,3250,8.51,19.2,15.8,80.8,2630,18.4,129000000,353,82.9
Jordan,Asia,2008,330,8.5,38.1,31.9,61.9,204,15.6,6560000,73.1,76.6
Kazakhstan,NA,2008,330,3.87,41.5,41,58.5,193,8.32,15900000,5.93,67.2
Kenya,Africa,2008,33,4.22,60.3,46.2,39.7,13.1,6.28,39800000,68.8,59.3
Kiribati,NA,2008,171,12.5,15.7,NA,84.3,144,12.6,98800,122,60.6
Kuwait,Asia,2008,1120,1.92,21.8,19.7,78.3,874,6.18,2660000,149,79.6
Kyrgyz Republic,NA,2008,56.3,5.7,51.6,45,48.4,27.3,11.5,5250000,27.4,68.4
Lao,NA,2008,38.7,4.48,75.3,56.8,24.7,9.55,5.9,6050000,26.2,62.4
Latvia,NA,2008,974,6.6,37.5,NA,62.5,609,10.6,2170000,34.9,72.1
Lebanon,Asia,2008,556,7.7,56.6,41,43.4,241,10.1,4760000,402,76.7
Lesotho,Africa,2008,66.3,8.81,29.9,20.6,70.1,46.5,11.1,1990000,65.9,45.1
Liberia,Africa,2008,27.5,11.9,67,35,33,9.07,17.2,3610000,38,60.5
Libya,Africa,2008,469,3.02,29.7,29.7,70.3,330,5.5,6060000,3.44,74.4
Lithuania,NA,2008,934,6.6,27.6,NA,72.4,677,12.8,3210000,51.3,71.6
Luxembourg,NA,2008,8060,6.81,15.9,12.4,84,6770,15.4,485000,187,80.5
Madagascar,Africa,2008,21.6,4.49,31.3,21.3,68.7,14.9,14.6,20000000,34.4,61.5
Malawi,Africa,2008,21.2,6.59,37.6,10.4,62.4,13.3,14.2,13700000,151,51.1
Malaysia,Asia,2008,306,3.79,44.8,34.3,55.2,169,7.94,27200000,82.5,74.3
Maldives,NA,2008,455,7.82,30.6,21.9,69.4,316,12.2,343000,1150,77.5
Mali,Africa,2008,33.6,5.56,53.5,53.2,46.5,15.6,12.2,14100000,11.6,58.4
Malta,NA,2008,1600,8.34,35.1,NA,64.9,1040,12.3,409000,1290,79.9
Marshall Islands,NA,2008,476,16.6,17.9,13.5,82.1,391,15.7,56200,290,62.6
Mauritania,Africa,2008,47.3,4.34,48.4,45.8,51.6,24.4,7.3,3300000,3.31,67.4
Mauritius,Africa,2008,395,5.26,66.1,58.7,33.9,134,7.95,1240000,610,73.5
Mexico,Americas,2008,598,5.87,53,NA,47,281,15,111000000,58.5,75.5
"Micronesia, Fed. Sts.",NA,2008,306,12.9,9.63,9.4,90.4,277,19.8,104000,149,66.8
Moldova,NA,2008,194,11.4,52.8,45.1,47.2,91.4,13,4110000,125,69.6
Monaco,NA,2008,6690,3.58,12.3,7,87.7,5870,15.8,34900,24100,NA
Mongolia,Asia,2008,120,5.71,43.4,40,56.6,68.1,8.58,2630000,1.69,65.5
Montenegro,Europe,2008,574,7.96,29.6,26.9,70.4,404,13.6,621000,46.2,75.3
Morocco,Africa,2008,147,5.19,63.1,54.5,36.9,54.3,6.54,31500000,70.8,71.6
Mozambique,Africa,2008,18.1,4.09,28.7,8.43,71.3,12.9,10.5,22300000,29.1,51.3
Myanmar,Asia,2008,10.7,2.04,89,84.8,11,1.18,0.911,49900000,75.7,57.6
Namibia,Africa,2008,275,6.76,45.4,8.13,54.6,150,12.1,2040000,2.56,56
Nauru,NA,2008,577,14.2,25.4,4,74.6,431,9.34,9880,497,NA
Netherlands,Europe,2008,5240,9.89,16.5,5.74,75.3,3940,16.1,16600000,491,80.3
New Zealand,Oceania,2008,2820,9.26,17.2,11.2,82.8,2340,18.4,4280000,16.2,80.1
Nicaragua,Americas,2008,105,9.3,45.1,NA,54.9,57.7,18.1,5670000,46.5,76.8
Niger,Africa,2008,19.4,5.24,48.2,41.5,51.8,10.1,11.9,15300000,12,58
Nigeria,Africa,2008,79.3,5.74,58.8,56.1,41.2,32.6,7.75,150000000,165,59.2
North Macedonia,NA,2008,327,6.81,31.8,31.6,68.2,223,13.6,2070000,82,75.4
Norway,Europe,2008,8070,8.48,15.7,14.9,84.3,6800,17.9,4770000,13.1,80.7
Oman,Asia,2008,479,2.09,23.6,14.4,76.4,366,4.91,2750000,8.91,75.2
Pakistan,Asia,2008,22.1,2.54,66.5,52.6,33.5,7.39,3.09,172000000,212,63.7
Palau,NA,2008,842,10.2,22.7,9.16,77.3,651,14.3,18700,44,NA
Panama,Americas,2008,493,7.3,30.9,NA,69.1,341,13.5,3520000,47.3,78.1
Papua New Guinea,NA,2008,39.9,3.26,24.5,13.7,75.5,30.1,7.05,6980000,15,55.9
Paraguay,Americas,2008,162,5.98,59.1,NA,40.9,66.3,12.6,6080000,15.2,74.9
Peru,Americas,2008,256,5.75,37.7,NA,62.3,160,20.8,28600000,22.4,77.9
Philippines,Asia,2008,64.7,3.35,67.6,56.4,32.4,20.9,6.58,90900000,304,69.2
Poland,Europe,2008,973,7,27.7,22.4,72.2,703,11.7,38400000,125,75.6
